@relation features-weka.filters.unsupervised.attribute.Remove-R6-7

@attribute doesHaveLinks {False,True}
@attribute doesHaveSpammyWords {False,True}
@attribute lengthOfText numeric
@attribute numberOfSymbols numeric
@attribute numberOfWordsContainingLettersAndNumbers numeric
@attribute classlabel {ham,spam}

@data
False,False,35,1,0,ham
False,False,69,3,0,ham
False,False,68,2,0,ham
False,False,68,1,0,ham
False,False,49,4,0,ham
False,False,96,3,0,ham
False,False,46,7,0,ham
False,False,47,2,0,ham
False,False,50,0,0,ham
False,False,28,3,0,ham
False,True,110,13,0,ham
False,False,97,4,0,ham
False,False,46,3,0,ham
False,False,90,4,0,ham
False,False,13,1,0,ham
False,False,41,1,0,ham
False,False,65,3,0,ham
False,False,134,3,2,ham
False,True,145,16,0,ham
False,False,131,6,1,ham
False,False,33,3,0,ham
False,False,14,2,0,ham
False,False,105,4,0,ham
False,False,42,3,0,ham
False,True,160,5,1,spam
False,False,40,6,0,ham
False,False,47,4,0,ham
False,False,80,5,0,ham
False,False,72,1,0,ham
False,True,157,4,0,spam
False,False,150,10,0,ham
False,False,33,0,0,ham
False,False,33,3,0,ham
False,False,32,3,0,ham
False,False,281,30,1,ham
False,False,44,1,0,ham
False,True,136,8,1,spam
False,False,142,8,0,spam
False,False,102,3,0,ham
False,False,34,2,0,ham
False,False,73,3,0,ham
False,False,149,11,0,ham
False,False,22,4,0,ham
False,False,22,3,0,ham
False,False,92,3,0,ham
False,False,86,3,0,ham
False,False,28,3,0,ham
False,False,40,2,0,ham
False,False,90,2,0,ham
False,False,47,2,0,ham
False,False,66,14,0,ham
False,False,63,2,0,ham
False,False,147,14,0,ham
False,False,47,6,0,ham
False,False,151,2,0,ham
False,False,37,2,0,ham
False,False,41,0,0,ham
False,False,32,3,0,ham
False,False,24,1,0,ham
False,False,35,2,0,ham
False,False,50,6,1,ham
False,False,35,7,0,ham
False,False,38,6,0,ham
False,False,41,0,0,ham
False,False,118,3,0,ham
False,False,57,3,0,ham
False,False,115,2,0,ham
False,True,158,8,1,spam
False,False,51,2,0,ham
False,False,82,8,0,ham
False,False,29,0,0,ham
False,False,23,1,0,ham
False,False,72,7,0,ham
False,True,173,5,1,spam
False,False,72,5,0,ham
False,False,33,1,0,ham
False,False,111,4,0,ham
False,False,34,0,0,ham
False,False,86,1,0,ham
False,False,50,2,0,spam
False,False,121,2,0,ham
False,False,61,3,0,ham
False,False,14,3,0,ham
False,False,120,6,0,ham
False,False,78,6,0,ham
False,False,50,2,0,ham
False,False,27,1,0,ham
False,False,444,42,0,ham
False,False,79,5,0,ham
False,False,86,11,0,ham
False,False,62,3,0,ham
False,False,33,0,0,ham
False,False,68,4,0,ham
False,False,107,8,0,ham
False,False,37,4,0,ham
False,False,132,2,0,ham
False,False,139,4,2,spam
False,False,105,3,0,spam
False,False,69,3,0,ham
False,False,83,3,0,ham
False,False,38,0,0,ham
False,False,114,6,0,ham
False,False,151,11,0,ham
False,False,82,4,0,ham
False,False,80,3,1,ham
False,True,157,2,0,spam
False,True,134,6,0,spam
False,False,158,17,0,ham
False,False,35,0,0,ham
False,False,40,2,0,spam
False,False,165,5,0,ham
False,False,42,3,0,ham
False,False,153,4,0,ham
False,False,320,27,0,ham
False,False,93,1,0,ham
False,False,148,3,0,ham
False,False,50,4,0,ham
False,False,74,5,0,ham
False,False,55,1,0,ham
False,False,158,2,0,ham
False,False,54,2,0,ham
False,False,113,13,0,ham
False,False,70,2,1,ham
False,True,146,4,0,spam
False,False,77,3,0,ham
False,False,72,3,0,ham
False,False,33,2,0,ham
False,False,32,3,0,ham
False,False,91,7,0,ham
False,False,22,0,0,ham
False,False,148,3,0,ham
False,True,145,16,0,ham
False,False,126,3,0,ham
False,False,28,6,0,ham
False,False,52,4,0,ham
False,False,36,2,0,ham
False,False,126,2,0,ham
False,False,47,4,0,ham
False,False,27,2,0,ham
False,False,41,2,0,ham
False,False,131,9,0,ham
False,False,140,3,1,spam
False,False,83,2,0,ham
False,False,41,3,0,ham
False,False,28,3,0,ham
False,False,34,2,0,ham
False,False,39,3,0,ham
False,False,54,10,0,ham
False,False,90,2,0,ham
False,False,35,3,0,ham
False,False,34,3,0,ham
False,False,91,4,0,ham
False,False,52,3,0,ham
False,False,45,2,0,ham
False,False,54,7,0,ham
False,False,77,3,0,ham
False,False,22,2,0,ham
False,False,22,2,0,ham
False,False,368,10,1,ham
False,False,28,1,0,ham
False,False,82,0,0,ham
False,False,57,5,0,ham
False,False,68,4,0,ham
False,False,29,1,1,ham
False,False,115,3,0,ham
False,False,67,10,0,ham
False,False,96,10,0,ham
False,False,78,3,0,spam
False,False,25,2,0,ham
False,False,104,2,0,ham
False,False,44,2,0,ham
False,False,18,7,0,ham
False,False,47,2,0,ham
False,False,22,2,0,ham
False,False,31,1,0,ham
False,True,39,3,0,ham
False,False,40,3,0,ham
False,False,69,5,0,ham
False,False,79,4,0,ham
False,False,117,6,0,ham
False,False,38,1,0,ham
False,False,65,2,0,ham
False,False,23,0,0,ham
False,False,3,2,0,ham
False,False,151,5,0,ham
False,False,58,3,0,ham
False,False,24,0,0,ham
False,False,31,3,0,ham
False,False,33,1,0,ham
False,True,151,4,0,spam
False,False,54,1,0,ham
False,False,60,5,0,ham
False,True,160,3,0,spam
False,False,9,3,0,ham
False,False,71,7,0,ham
False,False,28,1,0,ham
False,False,41,4,1,ham
False,False,29,1,0,ham
False,False,81,0,0,spam
False,False,34,2,0,ham
False,False,31,1,0,ham
False,False,11,3,0,ham
False,False,129,3,0,ham
False,False,11,1,0,ham
False,False,128,3,1,spam
False,False,28,0,0,ham
False,False,47,1,0,ham
False,False,59,4,0,ham
False,False,154,3,0,spam
False,False,31,2,0,ham
False,False,140,11,0,ham
False,False,44,4,0,ham
False,False,73,8,0,ham
False,False,22,1,0,ham
False,False,82,7,0,ham
False,False,158,9,0,ham
False,True,157,3,1,spam
False,False,120,9,0,ham
False,False,131,15,0,ham
False,False,40,1,0,ham
False,False,52,2,0,ham
False,False,34,1,0,ham
False,False,23,3,0,ham
False,False,29,0,0,ham
False,False,48,0,0,ham
False,False,38,3,0,ham
False,False,136,6,0,spam
False,True,157,1,0,spam
False,False,154,3,0,spam
False,True,64,3,1,spam
False,False,160,9,0,spam
False,True,159,5,0,spam
False,True,162,2,3,spam
False,False,31,2,0,ham
False,False,86,1,0,ham
False,False,34,6,0,ham
False,False,56,4,0,ham
False,False,193,3,0,ham
False,False,34,2,0,ham
False,False,124,6,0,ham
False,False,106,4,0,spam
False,False,152,23,0,ham
False,False,65,1,1,ham
False,False,103,4,0,ham
False,True,51,2,0,ham
False,False,29,1,0,ham
False,False,25,0,0,ham
False,False,78,4,0,ham
False,False,30,1,0,ham
False,True,139,6,0,spam
False,False,153,5,0,spam
False,False,135,5,0,ham
False,False,44,2,0,ham
False,False,89,5,0,ham
False,False,142,14,0,ham
False,False,49,2,0,ham
False,False,54,7,0,ham
False,False,19,6,0,ham
False,False,34,2,0,ham
False,False,107,1,0,ham
False,False,24,0,0,ham
False,False,274,12,0,ham
False,False,118,5,0,ham
False,False,158,5,0,ham
False,False,28,3,0,ham
False,False,127,2,1,ham
False,False,52,2,0,ham
False,False,153,3,1,spam
False,False,131,5,0,ham
False,False,155,10,0,ham
True,False,101,8,0,spam
False,False,73,2,0,ham
False,False,8,0,0,ham
False,False,57,2,0,ham
False,False,106,2,0,ham
False,True,158,5,1,spam
False,False,56,5,0,ham
False,False,49,4,0,ham
False,False,27,4,0,ham
False,False,176,11,0,ham
False,False,98,3,0,ham
False,False,31,1,0,ham
False,False,38,4,0,ham
False,False,156,3,0,ham
False,False,66,8,0,ham
False,False,180,6,0,ham
False,True,63,1,0,ham
False,False,59,1,0,ham
False,False,25,1,0,ham
False,False,24,5,0,ham
False,True,148,0,1,spam
False,False,149,10,0,ham
False,False,165,14,0,ham
False,False,63,6,0,ham
False,False,32,1,0,ham
False,False,29,2,0,ham
False,False,35,3,0,ham
False,False,22,2,0,ham
False,False,105,3,0,ham
False,False,3,1,0,ham
False,True,126,11,0,ham
False,False,31,1,0,ham
False,False,140,3,1,spam
False,True,161,12,2,spam
False,False,75,6,0,ham
False,False,121,3,0,ham
False,False,75,2,0,ham
False,False,95,1,0,ham
False,False,156,26,0,spam
False,False,114,14,0,ham
False,False,26,0,0,ham
False,False,48,3,0,ham
False,False,25,0,0,ham
False,False,38,1,0,ham
False,False,7,3,0,ham
False,False,36,2,0,ham
False,False,189,8,2,ham
False,False,129,4,0,ham
False,False,55,0,0,ham
False,False,38,2,0,ham
False,False,29,3,0,ham
False,False,46,1,0,ham
False,False,62,2,0,ham
False,False,32,3,0,ham
False,False,200,4,0,ham
False,False,287,6,0,ham
False,False,37,1,0,ham
False,False,42,0,0,ham
False,False,70,2,0,ham
False,False,77,4,0,ham
False,False,119,3,1,ham
False,False,15,2,0,ham
False,False,49,1,0,ham
False,False,53,3,0,ham
False,False,92,7,0,ham
False,False,33,3,0,ham
False,False,151,3,1,spam
False,False,157,8,1,spam
False,False,87,4,0,ham
False,False,36,3,0,ham
False,True,134,9,0,ham
False,False,22,2,0,ham
False,False,26,2,0,ham
False,False,24,2,0,ham
False,False,97,6,0,ham
False,False,153,15,0,ham
False,False,139,2,0,ham
False,False,45,2,0,ham
False,False,69,2,0,ham
False,False,40,0,0,ham
False,False,34,0,0,ham
False,False,40,5,0,ham
False,False,84,3,0,ham
False,False,25,0,0,ham
False,False,148,8,0,ham
False,False,152,8,4,spam
False,False,71,8,0,ham
False,False,85,8,0,ham
False,False,69,1,0,ham
False,False,23,3,0,ham
False,False,25,1,0,ham
False,False,24,0,0,ham
False,False,30,0,0,ham
False,False,163,3,4,spam
False,False,28,3,0,ham
False,False,43,4,0,ham
False,False,39,2,0,ham
False,True,158,4,1,spam
False,False,83,3,0,ham
False,False,68,2,2,spam
False,False,73,5,0,ham
False,False,136,10,0,spam
False,False,47,2,0,ham
False,False,322,24,1,ham
False,False,59,4,0,ham
False,False,135,10,0,spam
False,False,42,0,0,ham
False,False,31,2,0,ham
False,False,146,8,1,spam
False,False,30,1,0,ham
False,False,36,2,0,ham
False,False,149,7,1,spam
False,False,29,1,0,ham
False,False,59,1,0,ham
False,False,154,8,0,ham
False,False,47,0,0,ham
False,False,91,6,0,ham
False,False,126,3,0,ham
False,False,128,2,0,ham
False,False,12,3,0,ham
False,False,53,2,0,ham
False,False,41,1,0,ham
False,False,144,7,1,spam
False,False,176,11,0,ham
False,True,155,2,1,spam
False,False,99,4,0,ham
False,False,72,2,0,ham
False,False,123,6,0,ham
False,False,69,2,0,ham
False,False,39,0,0,ham
False,False,17,3,0,ham
False,False,22,2,0,ham
False,True,157,3,1,spam
False,False,48,1,0,ham
False,False,38,2,0,ham
False,False,116,6,0,spam
False,False,30,2,0,ham
False,False,38,2,0,ham
False,False,25,0,0,ham
False,False,28,1,0,ham
False,False,46,1,0,ham
False,False,72,2,0,ham
False,False,41,6,0,ham
False,False,31,1,0,ham
False,False,59,5,0,ham
False,False,28,0,0,ham
False,False,30,1,0,ham
False,False,131,15,0,ham
False,False,55,3,0,ham
False,False,32,2,0,ham
False,False,138,3,0,ham
False,False,125,4,0,ham
False,False,15,2,0,ham
False,False,81,3,0,ham
False,False,155,6,0,ham
False,False,74,2,0,ham
False,False,34,2,0,ham
False,False,166,4,1,spam
False,False,84,5,0,ham
False,False,190,3,0,ham
False,False,42,6,0,ham
False,False,37,2,0,ham
False,False,38,5,0,ham
False,False,87,2,0,ham
False,False,43,3,0,ham
False,False,73,5,0,ham
False,False,65,3,0,ham
False,False,36,0,0,ham
False,True,158,3,2,spam
False,False,38,4,0,ham
False,False,27,1,0,ham
False,False,21,1,0,ham
False,False,73,16,0,ham
False,False,191,8,0,ham
False,False,102,5,1,ham
False,False,34,1,0,ham
False,False,152,5,0,spam
False,False,31,2,0,ham
False,False,154,1,0,ham
False,False,127,10,0,spam
False,False,98,9,0,ham
False,False,107,6,0,ham
False,False,27,3,0,ham
False,True,157,9,1,spam
False,False,59,1,0,ham
False,False,57,3,0,ham
False,False,136,6,0,ham
False,False,56,6,0,ham
False,False,77,3,0,ham
False,False,44,4,0,ham
False,False,46,1,0,ham
False,False,53,2,0,ham
False,False,32,0,0,ham
False,False,31,1,0,ham
False,False,55,5,0,ham
False,False,40,3,0,ham
False,False,51,3,0,ham
False,False,39,10,0,ham
False,False,43,5,0,ham
False,False,35,1,0,ham
False,False,133,6,1,ham
False,False,158,24,0,ham
False,False,48,3,0,ham
False,False,37,7,0,ham
False,False,169,9,0,ham
False,False,135,13,0,ham
False,False,33,1,0,ham
False,False,52,0,0,ham
False,False,29,6,0,ham
False,False,29,2,0,ham
False,False,103,7,0,ham
False,False,55,2,0,ham
False,True,150,7,0,spam
False,False,24,3,0,ham
False,False,56,6,0,ham
False,False,43,2,0,ham
False,False,181,7,0,spam
False,False,23,1,0,ham
False,False,51,1,0,ham
False,False,40,0,0,ham
False,True,163,5,0,ham
False,False,87,9,0,ham
False,False,26,0,0,ham
False,False,38,7,0,ham
False,False,82,7,0,ham
False,False,38,2,0,ham
False,False,26,1,0,ham
False,False,25,1,0,ham
False,False,24,0,0,ham
False,False,58,3,0,ham
False,False,46,0,0,ham
False,False,90,3,0,ham
False,False,128,1,0,ham
False,False,70,7,0,ham
False,False,30,2,0,ham
False,True,161,3,1,spam
False,False,44,5,0,ham
False,False,75,10,0,ham
False,False,44,9,0,ham
False,False,21,1,0,ham
False,False,158,16,0,ham
False,False,127,12,0,ham
False,False,43,4,0,ham
False,False,47,3,0,ham
False,False,65,5,0,ham
False,False,36,0,0,ham
False,False,114,7,1,spam
False,False,36,5,0,ham
False,False,37,2,0,ham
False,False,31,2,0,ham
False,False,18,1,0,ham
False,False,90,6,0,ham
False,False,159,8,0,ham
False,False,92,13,0,ham
False,False,39,1,0,ham
False,False,28,2,0,ham
False,False,66,3,0,ham
False,True,197,12,0,spam
False,False,35,1,0,ham
False,False,37,2,0,ham
False,False,38,7,0,ham
False,False,34,1,0,ham
False,False,156,10,2,spam
False,False,34,3,0,ham
False,False,30,3,0,ham
False,False,45,4,0,ham
False,False,137,3,0,ham
False,False,24,2,0,ham
False,False,51,2,0,ham
False,False,293,23,1,ham
False,False,28,0,0,ham
False,False,37,2,0,ham
False,False,33,3,0,ham
False,False,40,2,0,ham
False,False,49,1,0,ham
False,True,263,23,0,ham
False,False,50,0,0,ham
False,False,26,0,0,ham
False,False,39,2,0,ham
False,False,13,1,1,spam
False,False,58,9,0,ham
False,False,62,3,0,ham
False,False,70,1,0,ham
False,False,50,2,0,ham
False,False,38,3,0,ham
False,False,66,7,0,ham
False,False,152,4,0,ham
False,True,147,1,2,spam
False,False,158,8,0,ham
False,False,45,7,0,ham
False,False,22,1,0,ham
False,False,26,0,0,ham
True,False,101,8,0,spam
False,False,45,3,0,ham
False,False,48,4,0,ham
False,False,109,5,0,spam
False,False,48,1,0,ham
False,True,66,4,0,ham
False,False,30,6,0,ham
False,False,110,4,0,ham
False,True,158,6,3,spam
False,False,34,8,0,ham
False,False,65,0,0,ham
False,False,137,4,2,spam
False,False,23,3,0,ham
False,False,35,2,0,ham
False,False,22,1,0,ham
False,False,96,4,1,ham
False,False,75,4,0,ham
False,False,81,3,0,ham
False,False,37,0,0,ham
False,False,71,4,0,ham
False,False,21,5,0,ham
False,False,126,5,0,ham
False,False,25,2,1,ham
False,False,160,12,2,spam
False,False,301,15,1,ham
False,False,86,3,1,spam
False,False,23,2,0,ham
False,False,198,13,0,ham
False,False,34,2,0,ham
False,False,30,1,0,ham
False,False,39,0,0,ham
False,False,98,5,0,ham
False,False,14,1,0,ham
False,False,27,1,0,ham
False,True,155,6,2,spam
False,False,37,2,0,ham
False,False,157,16,0,ham
False,False,156,11,0,spam
False,False,54,4,0,ham
False,False,39,2,0,ham
False,False,33,2,0,ham
False,False,45,3,0,ham
False,False,144,2,0,ham
False,False,180,36,0,ham
False,False,165,13,0,ham
False,False,61,8,0,ham
False,True,158,4,0,spam
False,False,39,3,0,ham
False,False,41,1,0,ham
False,False,74,4,0,ham
False,False,204,27,0,ham
False,False,88,2,0,ham
False,True,160,5,1,spam
False,False,74,1,0,ham
False,False,37,3,0,ham
False,False,39,0,0,ham
False,False,35,2,0,ham
False,False,43,2,0,ham
False,False,42,3,0,ham
False,False,37,2,0,ham
False,False,30,4,0,ham
False,False,82,5,0,ham
False,False,32,1,0,ham
False,False,28,2,0,ham
False,True,122,2,0,spam
False,False,55,2,0,ham
False,False,67,6,0,ham
False,False,244,11,0,ham
False,False,24,2,0,ham
False,False,159,6,0,ham
False,False,159,2,0,ham
False,False,70,2,0,ham
False,False,57,4,0,ham
False,True,163,4,0,spam
False,False,139,5,0,ham
False,False,40,2,0,ham
False,False,86,3,0,ham
False,True,116,16,0,ham
False,False,3,1,0,ham
False,False,53,1,0,ham
False,False,42,2,0,ham
False,False,54,3,0,ham
False,False,35,2,0,ham
False,False,30,2,0,ham
False,False,70,2,0,ham
False,False,98,6,0,ham
False,False,62,4,0,ham
False,False,72,4,0,ham
False,False,142,10,0,ham
False,False,85,7,0,ham
False,False,66,3,0,ham
False,False,32,5,0,ham
False,False,55,6,0,ham
False,False,163,4,0,spam
False,False,58,2,0,ham
False,False,16,1,0,ham
False,False,71,2,0,ham
False,False,38,4,0,ham
False,False,44,11,0,ham
False,False,77,6,0,ham
False,False,148,12,0,ham
False,False,153,5,2,spam
False,False,32,2,0,ham
False,False,85,4,0,ham
False,False,22,1,0,ham
False,True,143,5,0,spam
False,False,38,2,0,ham
True,False,109,18,0,spam
False,False,32,2,0,ham
False,True,108,6,0,spam
False,False,198,13,0,ham
False,False,112,5,1,ham
False,False,44,1,0,ham
False,False,42,2,0,ham
False,False,61,1,0,ham
False,False,43,2,0,ham
False,False,46,3,0,ham
False,False,76,2,0,ham
False,False,61,3,0,ham
False,False,74,11,0,ham
False,False,46,3,0,ham
False,False,61,6,0,ham
False,False,22,0,0,ham
False,False,50,3,0,ham
False,False,44,2,0,ham
False,False,257,7,0,ham
False,False,159,4,0,ham
False,False,58,2,0,ham
False,False,33,2,0,ham
False,False,95,9,0,ham
True,False,96,11,0,spam
False,False,29,0,0,ham
False,False,63,2,0,ham
False,False,53,2,0,ham
False,False,34,8,0,ham
False,False,33,2,0,ham
False,False,151,6,1,spam
False,False,65,4,0,ham
False,True,152,3,2,spam
False,False,30,1,0,ham
False,False,153,4,3,spam
False,False,19,1,0,ham
False,True,122,5,0,spam
False,False,36,3,0,ham
False,False,40,3,0,ham
False,False,67,10,0,ham
False,False,4,0,0,ham
False,False,50,4,0,ham
False,False,28,1,0,ham
False,False,57,3,0,ham
False,True,128,4,1,spam
False,False,145,4,0,spam
False,False,32,2,0,ham
False,False,38,0,0,ham
False,False,86,4,0,ham
False,False,37,1,0,ham
False,False,116,4,0,ham
False,False,77,14,0,ham
False,False,86,2,0,spam
False,False,17,0,0,ham
False,False,156,3,3,ham
False,False,40,3,0,ham
False,False,13,2,0,ham
False,False,88,6,0,ham
False,False,68,6,0,ham
False,False,205,12,0,ham
False,False,159,8,2,spam
False,False,112,6,0,ham
False,False,78,5,0,ham
False,False,121,6,0,ham
False,False,25,2,0,ham
False,False,46,2,0,ham
False,False,30,3,0,ham
False,False,126,6,0,ham
False,False,46,5,0,ham
False,False,23,2,0,ham
False,False,86,4,0,ham
False,False,72,3,0,ham
False,False,30,2,0,ham
False,False,22,2,0,ham
False,False,48,2,0,ham
False,False,24,2,0,ham
False,False,46,1,0,ham
False,False,86,3,0,ham
False,False,158,5,0,ham
False,False,33,3,0,ham
False,False,25,1,0,ham
False,True,100,4,0,spam
False,False,35,2,0,ham
False,False,106,6,0,ham
False,False,48,7,0,ham
False,False,60,4,0,ham
False,False,97,3,0,ham
False,False,36,2,0,ham
False,False,71,2,0,ham
False,False,83,3,0,ham
False,False,153,7,0,ham
False,False,38,0,0,ham
False,False,82,6,0,ham
False,False,114,8,0,spam
False,False,94,6,0,ham
False,False,52,7,0,ham
False,False,84,9,0,ham
False,False,33,3,0,ham
False,False,42,3,0,ham
False,False,24,1,0,ham
False,False,54,1,0,ham
False,False,23,1,0,ham
False,False,137,8,0,spam
False,False,45,1,0,ham
False,False,37,4,0,ham
False,False,28,4,0,ham
False,False,44,2,0,ham
False,True,136,3,0,spam
False,False,73,7,0,ham
False,False,202,7,0,ham
False,False,144,7,0,ham
False,False,146,3,1,spam
False,False,13,1,0,ham
False,False,29,1,0,ham
False,False,59,1,0,ham
False,False,132,31,0,ham
False,False,35,1,0,ham
False,False,160,5,2,spam
False,False,96,2,0,ham
False,False,73,4,0,ham
False,False,18,0,0,spam
False,False,55,1,0,ham
False,False,60,2,0,ham
False,False,83,3,0,ham
False,False,111,9,0,ham
False,False,40,3,0,ham
False,False,141,7,0,ham
False,True,63,2,1,spam
False,False,104,6,0,ham
False,False,133,6,0,ham
False,False,137,24,0,spam
False,False,26,0,0,ham
False,False,53,2,0,ham
False,False,70,3,0,ham
False,False,67,4,0,ham
False,False,22,1,0,ham
False,False,63,6,0,ham
False,False,95,8,0,spam
False,True,143,0,0,spam
False,False,33,7,0,ham
False,True,160,7,2,spam
False,False,74,4,0,ham
False,False,60,2,0,ham
False,False,144,5,0,ham
False,False,220,5,0,ham
False,False,55,5,0,ham
False,False,127,4,1,ham
False,False,27,2,0,ham
False,False,162,7,0,ham
False,False,112,7,0,ham
False,True,161,12,2,spam
False,True,151,2,0,spam
False,False,30,1,0,ham
False,False,3,1,0,ham
False,False,61,5,0,ham
False,False,73,3,0,spam
False,False,39,3,0,ham
False,False,103,4,0,ham
False,False,46,3,0,ham
False,True,160,7,1,spam
False,False,34,1,0,ham
False,False,37,1,0,ham
False,False,89,5,0,ham
False,False,31,2,0,ham
False,False,24,2,0,ham
False,False,36,7,0,ham
False,False,23,4,0,ham
False,False,45,3,0,ham
False,False,42,1,0,ham
False,False,44,5,0,ham
False,False,28,2,0,ham
False,False,84,4,0,ham
False,False,52,3,0,ham
False,False,78,4,0,ham
False,False,54,3,0,ham
False,True,160,2,0,spam
False,False,23,1,0,ham
False,False,93,7,0,ham
False,False,24,1,0,ham
False,False,51,1,0,ham
False,False,22,4,0,ham
False,True,151,2,0,spam
False,False,23,1,0,ham
False,False,65,5,0,ham
False,False,21,2,0,ham
False,False,29,2,0,ham
False,True,49,0,0,spam
False,True,156,4,0,spam
False,False,66,1,0,ham
False,False,32,1,0,ham
False,False,34,2,0,ham
False,False,153,8,0,ham
False,False,23,2,0,ham
False,False,32,2,0,ham
False,False,69,0,0,ham
False,False,180,7,0,ham
False,False,255,21,0,ham
False,False,31,2,0,ham
False,False,59,2,0,ham
False,False,158,4,0,spam
False,False,160,10,1,spam
False,False,138,6,0,ham
False,False,67,2,0,ham
False,False,37,3,0,ham
False,False,122,16,0,ham
False,False,29,1,0,ham
False,False,97,6,0,ham
False,True,149,2,1,spam
False,False,142,6,0,spam
False,False,80,2,0,ham
False,False,84,2,0,ham
False,False,56,7,0,ham
False,False,106,3,0,spam
False,False,36,0,0,ham
False,False,84,3,0,ham
False,False,128,3,1,ham
False,False,114,3,1,spam
False,False,96,1,0,ham
False,False,35,1,0,ham
False,False,46,6,0,ham
False,False,276,12,0,ham
False,False,25,2,0,ham
False,False,46,1,0,ham
False,False,153,13,0,ham
False,False,74,7,0,ham
False,True,154,5,0,spam
False,False,27,1,0,ham
False,False,148,9,0,spam
False,False,63,0,0,ham
False,False,147,8,0,ham
False,True,135,1,0,spam
False,False,154,7,0,ham
False,False,70,1,0,ham
False,False,159,10,0,ham
False,False,24,2,0,ham
False,False,85,2,0,ham
False,False,53,3,0,ham
False,False,26,0,0,ham
False,False,52,1,0,ham
False,False,35,1,0,ham
False,False,24,3,0,ham
False,True,168,10,0,spam
False,False,49,0,0,ham
False,True,132,3,0,spam
False,False,48,1,0,ham
False,False,80,6,0,ham
False,False,39,1,1,ham
False,False,122,1,3,spam
False,False,29,1,0,ham
False,False,32,3,0,ham
False,False,75,4,0,ham
False,False,141,6,2,spam
False,False,25,2,0,ham
False,False,60,4,0,ham
False,False,154,9,0,ham
False,False,230,10,0,ham
False,False,27,2,0,ham
False,False,100,2,0,ham
False,False,87,5,1,ham
False,False,116,4,0,ham
False,False,126,13,0,ham
False,False,28,4,0,ham
False,False,160,4,0,ham
False,False,60,1,0,ham
False,True,153,10,0,ham
False,False,55,5,0,ham
False,False,157,11,0,spam
False,False,22,2,0,ham
False,False,42,0,0,ham
False,False,36,5,0,ham
False,False,34,1,0,ham
False,False,77,3,0,ham
False,False,147,2,0,ham
False,True,152,7,1,spam
False,False,55,2,0,ham
False,False,54,1,0,ham
False,False,34,1,0,ham
False,False,22,5,0,ham
False,False,133,9,0,ham
False,False,159,15,0,ham
False,False,95,8,0,ham
False,False,153,9,0,ham
False,False,67,1,0,ham
False,False,146,10,0,spam
False,False,48,3,0,ham
False,False,57,1,0,ham
False,False,177,4,0,ham
False,False,139,3,0,ham
False,False,160,5,0,spam
False,False,158,9,0,ham
False,False,90,7,0,ham
False,False,33,3,0,ham
False,False,22,2,0,ham
False,False,163,13,1,spam
False,False,38,2,0,ham
False,False,144,3,0,spam
False,False,92,2,0,ham
False,True,84,1,0,ham
False,False,74,0,0,ham
False,False,40,2,0,ham
False,False,63,9,0,ham
False,True,154,2,0,spam
False,False,134,6,0,ham
False,False,35,1,0,ham
False,False,35,1,0,ham
True,True,112,12,0,spam
False,False,54,2,0,ham
False,False,27,1,0,ham
False,False,157,2,4,spam
False,False,111,4,0,ham
False,False,157,13,0,ham
False,False,124,8,0,ham
False,False,22,2,0,ham
False,False,77,5,0,ham
False,False,37,0,0,ham
False,False,71,3,0,ham
False,False,74,3,0,ham
False,False,28,3,0,ham
False,False,34,0,0,ham
False,False,37,2,0,ham
False,False,67,5,0,ham
False,False,41,3,0,ham
False,True,145,6,3,spam
False,False,33,2,0,ham
False,False,83,1,0,ham
False,False,38,3,0,ham
False,False,61,3,0,ham
False,False,32,0,0,ham
False,False,62,0,0,ham
False,False,79,9,0,ham
False,False,22,2,0,ham
False,False,158,7,0,ham
False,False,37,5,0,ham
False,False,23,2,0,ham
False,False,43,1,0,ham
False,False,149,4,2,spam
False,False,108,7,0,ham
False,True,158,6,3,spam
False,True,155,6,2,spam
False,False,149,11,0,spam
False,False,23,0,0,ham
False,False,81,1,0,ham
False,False,154,11,0,ham
False,False,87,3,0,ham
False,False,54,2,0,ham
True,False,157,9,0,spam
False,False,22,2,0,ham
False,False,34,3,0,ham
False,False,71,5,0,ham
False,False,74,5,0,ham
False,False,102,9,0,ham
False,False,22,0,0,ham
False,False,72,2,0,spam
False,False,32,1,0,ham
False,False,79,3,0,ham
False,False,26,2,0,ham
False,False,29,0,0,ham
False,False,52,2,0,ham
False,False,60,2,0,ham
False,False,44,3,0,ham
False,False,77,2,0,ham
False,True,263,23,0,ham
False,False,65,2,0,ham
False,False,31,0,0,ham
False,False,73,2,0,ham
False,False,114,7,0,ham
False,False,131,5,0,ham
False,False,31,4,0,ham
False,False,24,0,0,ham
False,False,71,3,0,ham
False,False,23,1,0,ham
False,False,79,2,0,ham
False,False,24,2,0,ham
False,False,97,8,0,ham
False,False,71,5,0,ham
False,True,157,3,0,spam
False,False,161,5,1,spam
False,False,38,1,0,ham
False,False,44,1,0,ham
False,False,88,3,1,ham
False,False,155,6,0,ham
False,False,36,3,0,ham
False,False,135,7,1,spam
False,False,7,3,0,ham
False,False,71,4,0,ham
False,False,27,1,1,ham
False,False,49,0,0,ham
False,False,105,2,0,spam
False,True,74,2,0,spam
False,False,46,2,0,ham
False,False,23,1,0,ham
False,False,183,8,0,ham
False,False,118,5,0,ham
False,False,92,10,0,ham
False,False,38,3,0,ham
False,False,158,2,0,spam
False,False,87,4,0,ham
